--------- beginning of main
09-02 18:45:46.590 14031 14031 E adbd    : recv: OPEN 000264e7 00000000 0095:73 68 65 6C 6C 2C 76 32 2C 54 45 52 4D 3D 78 74 65 72 6D 2D 32 35 36 63 6F 6C 6F 72 2C 72 61 77 3A 61 6D 20 73 74 61 72 74 20 2D 53 20 2D 61 20 61 6E 64 72 6F 69 64 2E 69 6E 74 65 6E 74 2E 61 63 74 69 6F 6E 2E 56 49 45 57 20 2D 6E 20 6F 72 67 2E 6D 6F 7A 69 6C 6C 61 2E 66 69 72 65 66 6F 78 2F 6F 72 67 2E 6D 6F 7A 69 6C 6C 61 2E 67 65 63 6B 6F 2E 42 72 6F 77 73 65 72 41 70 70 20 2D 2D 61 63 74 69 76 69 74 79 2D 63 6C 65 61 72 2D 74 61 73 6B 00 
09-02 18:45:46.590 14031 14031 E adbd    : service_to_fd: shell,v2,TERM=xterm-256color,raw:am start -S -a android.intent.action.VIEW -n org.mozilla.firefox/org.mozilla.gecko.BrowserApp --activity-clear-task
09-02 18:46:06.403  3979 14776 D SecContentProvider: called from android.uid.systemui:10009
09-02 18:46:06.403  4349  4561 D SystemServicesProxy: updateOverviewLastStackActiveTimeAsync: done.
09-02 18:46:06.412  3462  3462 I SurfaceFlinger: Display 0 HWC layers:
09-02 18:46:06.412  3462  3462 I SurfaceFlinger:     type    |    handle    | flag |  format   |   source crop (l,t,r,b)    |         frame       | name 
09-02 18:46:06.412  3462  3462 I SurfaceFlinger: ------------+--------------+------+-----------+----------------------------+---------------------+------
09-02 18:46:06.412  3462  3462 I SurfaceFlinger:      Device | 0x7abe64af00 | 0002 | RGBx_8888 | 280.0    0.0 1000.0 1280.0 |    0    0  720 1280 | com.android.systemui.ImageWallpaper#0
09-02 18:46:06.412  3462  3462 I SurfaceFlinger:      Device | 0x7ac4c24cc0 | 0000 | RGBA_8888 | 120.0  213.0  601.0 1068.0 |    1    1  720 1280 | com.sec.android.app.launcher/com.sec[...]uncher.activities.LauncherActivity#0
09-02 18:46:06.412  3462  3462 I SurfaceFlinger:      Device | 0x7ac4c24240 | 0000 | RGBA_8888 |   0.0    0.0  720.0   42.0 |    0    0  720   42 | StatusBar#0
09-02 18:46:06.412  3462  3462 I SurfaceFlinger: 
09-02 18:46:06.414  3979 14776 D PackageManager: getComponentMetadataForIconTray : com.example.batterymanager_utility.MainActivity does not exist in mServices
09-02 18:46:06.414  3979 14776 D PackageManager: getComponentMetadataForIconTray : com.example.batterymanager_utility.MainActivity does not exist in mProviders
09-02 18:46:06.414  3979 14776 D PackageManager: getComponentMetadataForIconTray : com.example.batterymanager_utility.MainActivity does not exist in mReceivers
09-02 18:46:06.415  4349  4372 D ApplicationPackageManager: updateItemMetaDataForFixedIconScale: package: com.example.batterymanager_utility
09-02 18:46:06.415  3979 14776 D PackageManager: getSelectedMetaData : packageName(com.example.batterymanager_utility) or Metadata strings {[Ljava.lang.String;@da7dd30}
09-02 18:46:06.415  4349  4372 I ApplicationPackageManager: load=com.example.batterymanager_utility, bg=144-144, dr=189-189, forDefault=true, density=0
09-02 18:46:06.418  4349  4372 I ApplicationPackageManager: scaled rate=0.72, size=189, alpha=54, hold=102
09-02 18:46:06.418  4349  4372 D ApplicationPackageManager: iconScale: getScale(): 0.72 getAlpha(): 54
09-02 18:46:06.419  4349  4372 I ApplicationPackageManager: load=com.example.batterymanager_utility-contain, bg=112-112, dr=189-189
09-02 18:46:06.425 14031 14031 E adbd    : recv: OPEN 00026550 00000000 003e:73 68 65 6C 6C 2C 76 32 2C 54 45 52 4D 3D 78 74 65 72 6D 2D 32 35 36 63 6F 6C 6F 72 2C 72 61 77 3A 67 65 74 70 72 6F 70 20 72 6F 2E 62 75 69 6C 64 2E 76 65 72 73 69 6F 6E 2E 73 64 6B 00 
09-02 18:46:06.425 14031 14031 E adbd    : service_to_fd: shell,v2,TERM=xterm-256color,raw:getprop ro.build.version.sdk
09-02 18:46:06.457  3979  4111 D MdnieScenarioControlService:  packageName : com.sec.android.app.launcher    className : com.sec.android.app.launcher.activities.LauncherActivity
09-02 18:46:06.457  3979  4111 V MdnieScenarioControlService: setUIMode from UI function(3)
09-02 18:46:06.649  3449  3449 I android.hardware.wifi@1.0-service: getLinkLayerStats
09-02 18:46:06.658  3979  4076 I TLC_TIMA_PKM_initialize: initializing...
09-02 18:46:06.658  3979  4076 I TLC_TIMA_PKM_initialize: root = 0, root_strlen = 1
09-02 18:46:06.658  3979  4076 I TLC_TIMA_PKM_initialize: process = ffffffff00000000000000000000000a, process_strlen = 32
09-02 18:46:06.658  3979  4076 I TZ: mc_tlc_communication: input max_sendmsg_size = 262196
09-02 18:46:06.658  3979  4076 I TZ: mc_tlc_communication: input max_recvmsg_size = 262196
09-02 18:46:06.658  3979  4076 I TZ: mc_tlc_communication: root = 0, root_len = 1
09-02 18:46:06.658  3979  4076 I TZ: mc_tlc_communication: process = ffffffff00000000000000000000000a, process_strlen = 32
09-02 18:46:06.658  3979  4076 I TZ: mc_tlc_communication: aligned max_sendmsg_size = 262208
09-02 18:46:06.658  3979  4076 I TZ: mc_tlc_communication: aligned max_recvmsg_size = 262208
09-02 18:46:06.658  3979  4076 I TZ: mc_tlc_communication: device_id = 0x0
09-02 18:46:06.658  3979  4076 I TZ: mc_tlc_communication: tlc_open() was called
09-02 18:46:06.658  3979  4076 I TZ: mc_tlc_communication: Opening MobiCore device
09-02 18:46:06.658  3979  4076 I TeeSysClient: open mode set to: 0 [hardware/samsung_slsi/exynos7885/mobicore/ClientLib/src/common.cpp:343]
09-02 18:46:06.658  3979  4076 I TZ: mc_tlc_communication: Allocating message buffer for TCI
09-02 18:46:06.659  3979  4076 I TZ: mc_tlc_communication: Opening the session
09-02 18:46:06.672  3979  4076 I TZ: mc_tlc_communication: tlc_open() succeeded
09-02 18:46:06.672  3979  4076 E TLC_TIMA_PKM_initialize: tima_pkm : /system/etc/tima/kern_sec_info1
09-02 18:46:06.676  3979  4076 E TLC_TIMA_PKM_initialize: tima_pkm : /system/etc/tima/kern_sec_info2
09-02 18:46:06.680  3979  4076 E TLC_TIMA_PKM_initialize: tima_pkm : /system/etc/tima/kern_sec_info3
09-02 18:46:06.684  3979  4076 E TLC_TIMA_PKM_initialize: tima_pkm : /system/etc/tima/kern_sec_info4
09-02 18:46:06.687  3979  4076 E TLC_TIMA_PKM_initialize: tima_pkm : /system/etc/tima/kern_sec_info5
09-02 18:46:06.697  3979  4076 E TLC_TIMA_PKM_initialize: tima_pkm : /system/etc/tima/kern_sec_info6
09-02 18:46:06.699  3979  4076 E TLC_TIMA_PKM_initialize: tima_pkm : /system/etc/tima/kern_sec_info7
09-02 18:46:06.702  3979  4076 E TLC_TIMA_PKM_initialize: tima_pkm : /system/etc/tima/kern_sec_info8
09-02 18:46:06.704  3979  4076 I TLC_TIMA_PKM_initialize: Trustlet response is completed
09-02 18:46:06.808  3979  3979 D CustomFrequencyManagerService: releaseDVFSLockLocked : Getting Lock type frm List : DVFS_MIN_LIMIT  frequency : 1560000  uid : 1000  pid : 3979  tag : AMS_APP_HOME@CPU_MIN@59
09-02 18:46:06.878  5213  5479 W OpenGLRenderer: Incorrectly called buildLayer on View: WorkspaceCellLayoutChildren, destroying layer...
09-02 18:46:06.879  5213  5479 W OpenGLRenderer: Incorrectly called buildLayer on View: WorkspaceCellLayoutChildren, destroying layer...
09-02 18:46:08.278  3979  3979 D PreBindingService: handleMessage : 1
09-02 18:46:09.167  3979  4003 W StorageManager: getStorageFullBytes DEFAULT_FULL_THRESHOLD_BYTES : 20971520, threadhold : 20971520
09-02 18:46:09.168  3979  4003 W StorageManager: getStorageLowBytes lowPercent : 5, lowBytes : 1260145254, maxLowBytes : 524288000
09-02 18:46:09.171  3979  4003 W DeviceStorageMonitorService: updateBroadcasts(/data) oldLevel:0, newLevel:0, seq:1
09-02 18:46:09.172  3979  4003 W DeviceStorageMonitorService: updateBroadcasts_filenode(/data) fn_oldLevel:0, fn_newLevel:0, seq:1
09-02 18:46:09.670  3449  3449 I android.hardware.wifi@1.0-service: getLinkLayerStats
09-02 18:46:10.184  3979  4051 D SensorService: [SO] 0.072 -0.340 9.831
09-02 18:46:10.663  3979 14776 D ConnectivityService: filterNetworkStateForUid() uid: 10102 networkInfo: [type: WIFI[] - WIFI, state: CONNECTED/CONNECTED, reason: (unspecified), extra: "WiFi 69", failover: false, available: true, roaming: false, metered: false]
09-02 18:46:10.672  7881  7881 E fb4a.Execution: Redirecting MSYS Execution scheduling from the UI thread to a custom executor
09-02 18:46:10.675  3614  3927 D DnsProxyListener: DNSDBG::dns addrinfo af 2
09-02 18:46:10.809  7881  7871 D omnistore_android_logger: DebouncingRateLimiter attempting event SyncProtocol::onConnectionEstablished
09-02 18:46:10.809  7881  7871 D omnistore_android_logger: AlarmManager::startAlarmTimer for key=SyncProtocol::onConnectionEstablished, it will NOT wake up main thread to reschedule
09-02 18:46:10.809  7881  7871 W omnistore_android_logger: Event SyncProtocol::onConnectionEstablished rate limited for 1056 ms
09-02 18:46:10.812  7881  7881 E fb4a.Execution: Redirecting MSYS Execution scheduling from the UI thread to a custom executor
09-02 18:46:10.824  3979  4545 D ConnectivityService: filterNetworkStateForUid() uid: 10102 networkInfo: [type: WIFI[] - WIFI, state: CONNECTED/CONNECTED, reason: (unspecified), extra: "WiFi 69", failover: false, available: true, roaming: false, metered: false]
09-02 18:46:10.827  3979  4545 I chatty  : uid=1000(system) Binder:3979_6 identical 1 line
09-02 18:46:10.837  3979  4545 D ConnectivityService: filterNetworkStateForUid() uid: 10102 networkInfo: [type: WIFI[] - WIFI, state: CONNECTED/CONNECTED, reason: (unspecified), extra: "WiFi 69", failover: false, available: true, roaming: false, metered: false]
09-02 18:46:10.846  7881  4231 E fb4a.msys: E[N MQTT]readEOF(124)=>TCPStreamTransport readEOF
09-02 18:46:10.847  7881  4231 E fb4a.msys: E[N MQTT]onEOF(699)=>LigerBasedStreamTransport onEOF
09-02 18:46:10.855  7881  7869 E fb4a.FBMsysMqttClientCallbacks: onPublish, onFailure, msgId = 6317, error = 2003
09-02 18:46:10.858  7881  7869 E fb4a.FBMsysMqttClientCallbacks: onPublish, onFailure, msgId = 6316, error = 2003
09-02 18:46:10.860  3979  5982 D ConnectivityService: filterNetworkStateForUid() uid: 10102 networkInfo: [type: WIFI[] - WIFI, state: CONNECTED/CONNECTED, reason: (unspecified), extra: "WiFi 69", failover: false, available: true, roaming: false, metered: false]
09-02 18:46:10.860  3979  4545 D SamsungAlarmManager: Cancel Alarm calling from uid:10102 pid :7881 / op:PendingIntent{8fdfda9: PendingIntentRecord{e724a47 com.facebook.katana broadcastIntent}}
09-02 18:46:10.865  7881  7881 W fb4a.MobileConfigFactoryImpl: SESSIONLESS factory used for 2 param
09-02 18:46:10.866  7881  7881 E fb4a.Execution: Redirecting MSYS Execution scheduling from the UI thread to a custom executor
09-02 18:46:10.874  7881  4225 E fb4a.msys: E[N rtchannel]_rt_mqtt_publish_callback(430)=>Failed to publish the request over MQTT (possible duplicate log). token:99917b3d-47ca-4303-a197-a6b29b201250, category:mcd-sync-data-task-category, requestId:43710, error:Error Domain=mqtt Code=2003 UserInfo=0xc81ec000 {MCFErrorDirectLocalizedFailureReasonKey=2003, MCFErrorDirectDescriptionKey=2003}
09-02 18:46:10.895  7881  4229 E fb4a.msys: E[S sync]_createResponseError(195)=>Network Response 99917b3d-47ca-4303-a197-a6b29b201250 contains sync error Error Domain=mqtt Code=2003 UserInfo=0xc81ec000 {MCFErrorDirectLocalizedFailureReasonKey=2003, MCFErrorDirectDescriptionKey=2003} - Underlying error (null): Error Domain=mqtt Code=2003 UserInfo=0xc81ec000 {MCFErrorDirectLocalizedFailureReasonKey=2003, MCFErrorDirectDescriptionKey=2003}
09-02 18:46:10.905  7881  4229 E fb4a.msys: E[S sync]_createResponseError(195)=>Network Response 01be91ae-5855-49e5-bec9-f3891548d6c8 contains sync error Error Domain=mqtt Code=2002 - Underlying error (null): Error Domain=mqtt Code=2002
09-02 18:46:10.992  7881  4225 E fb4a.msys: E[N data-request]_HandleDataResponse(1782)=>Data request error for task 9b898572-df4b-4605-bd2a-e7ca5cece4cf (response type 1): (null)
09-02 18:46:10.995  7881  4229 E fb4a.msys: E[S sync]_createResponseError(195)=>Network Response 9b898572-df4b-4605-bd2a-e7ca5cece4cf contains sync error Error Domain=com.facebook.http.error Code=401 UserInfo=0xbb9ff000 {MCFErrorDirectLocalizedDescriptionKey=Client error} - Underlying error (null): Error Domain=com.facebook.http.error Code=401 UserInfo=0xbb9ff000 {MCFErrorDirectLocalizedDescriptionKey=Client error}
09-02 18:46:10.998  7881  7866 E fb4a.T157805820: TigonMhrLogger::logRequestIfNeeded
09-02 18:46:10.999  7881  7866 E fb4a.T157805820: TigonWifiInfoLogger::init
09-02 18:46:10.999  7881  7866 E fb4a.T157805820: TigonMhrFbcLogger::logRequestIfNeeded
09-02 18:46:10.999  7881  7866 E fb4a.T157805820: TigonCellTowerInfoLogger::logRequestIfNeeded
09-02 18:46:10.999  7881  7866 E fb4a.T157805820: TigonCertificateVerificationLogger::logRequestIfNeeded
09-02 18:46:10.999  7881  7866 E fb4a.T157805820: TigonTransientAnalysisLogger::logRequestIfNeeded
09-02 18:46:10.999  7881  7866 E fb4a.T157805820: TigonProviderConnectionDeviceInfoLogger::logRequestIfNeeded
09-02 18:46:10.999  7881  7866 E fb4a.T157805820: TigonCellTowerInfoPapayaLogger::logRequestIfNeeded
09-02 18:46:11.000  7881  7866 E fb4a.T157805820: NetworkUtilisationLogger::logRequestIfNeeded
09-02 18:46:11.002  7881  7873 E fb4a.T157805820: TigonMhrLogger::logRequestIfNeeded
09-02 18:46:11.002  7881  7873 E fb4a.T157805820: TigonWifiInfoLogger::init
09-02 18:46:11.002  7881  4225 E fb4a.msys: E[N data-request]_HandleDataResponse(1782)=>Data request error for task 6b2407e1-e9a5-460d-bb8c-776ea67a59ce (response type 1): (null)
09-02 18:46:11.002  7881  7873 E fb4a.T157805820: TigonMhrFbcLogger::logRequestIfNeeded
09-02 18:46:11.003  7881  7873 E fb4a.T157805820: TigonCellTowerInfoLogger::logRequestIfNeeded
09-02 18:46:11.003  7881  7873 E fb4a.T157805820: TigonCertificateVerificationLogger::logRequestIfNeeded
09-02 18:46:11.003  7881  7873 E fb4a.T157805820: TigonTransientAnalysisLogger::logRequestIfNeeded
09-02 18:46:11.003  7881  7873 E fb4a.T157805820: TigonProviderConnectionDeviceInfoLogger::logRequestIfNeeded
09-02 18:46:11.003  7881  7873 E fb4a.T157805820: TigonCellTowerInfoPapayaLogger::logRequestIfNeeded
09-02 18:46:11.003  7881  7873 E fb4a.T157805820: NetworkUtilisationLogger::logRequestIfNeeded
09-02 18:46:11.007  7881  4229 E fb4a.msys: E[S sync]_createResponseError(195)=>Network Response 6b2407e1-e9a5-460d-bb8c-776ea67a59ce contains sync error Error Domain=com.facebook.http.error Code=401 UserInfo=0xb58fa000 {MCFErrorDirectLocalizedDescriptionKey=Client error} - Underlying error (null): Error Domain=com.facebook.http.error Code=401 UserInfo=0xb58fa000 {MCFErrorDirectLocalizedDescriptionKey=Client error}
09-02 18:46:11.078  7881  7866 E fb4a.T157805820: TigonMhrLogger::logRequestIfNeeded
09-02 18:46:11.079  7881  7866 E fb4a.T157805820: TigonWifiInfoLogger::init
09-02 18:46:11.079  7881  7866 E fb4a.T157805820: TigonMhrFbcLogger::logRequestIfNeeded
09-02 18:46:11.080  7881  7866 E fb4a.T157805820: TigonCellTowerInfoLogger::logRequestIfNeeded
09-02 18:46:11.080  7881  7866 E fb4a.T157805820: TigonCertificateVerificationLogger::logRequestIfNeeded
09-02 18:46:11.080  7881  7866 E fb4a.T157805820: TigonTransientAnalysisLogger::logRequestIfNeeded
09-02 18:46:11.080  7881  4225 E fb4a.msys: E[N data-request]_HandleDataResponse(1782)=>Data request error for task f30aa006-5f85-4a66-90fa-d76eb9d6a218 (response type 1): (null)
09-02 18:46:11.080  7881  7866 E fb4a.T157805820: TigonProviderConnectionDeviceInfoLogger::logRequestIfNeeded
09-02 18:46:11.081  7881  7866 E fb4a.T157805820: TigonCellTowerInfoPapayaLogger::logRequestIfNeeded
09-02 18:46:11.082  7881  7866 E fb4a.T157805820: NetworkUtilisationLogger::logRequestIfNeeded
09-02 18:46:11.083  7881  4229 E fb4a.msys: E[S sync]_createResponseError(195)=>Network Response f30aa006-5f85-4a66-90fa-d76eb9d6a218 contains sync error Error Domain=com.facebook.http.error Code=401 UserInfo=0xc91e2500 {MCFErrorDirectLocalizedDescriptionKey=Client error} - Underlying error (null): Error Domain=com.facebook.http.error Code=401 UserInfo=0xc91e2500 {MCFErrorDirectLocalizedDescriptionKey=Client error}
09-02 18:46:11.104  7881  7866 E fb4a.T157805820: TigonMhrLogger::logRequestIfNeeded
09-02 18:46:11.104  7881  7866 E fb4a.T157805820: TigonWifiInfoLogger::init
09-02 18:46:11.104  7881  4225 E fb4a.msys: E[N data-request]_HandleDataResponse(1782)=>Data request error for task c21756a2-05f2-4a65-9a79-59bd87437bed (response type 1): (null)
09-02 18:46:11.104  7881  7866 E fb4a.T157805820: TigonMhrFbcLogger::logRequestIfNeeded
09-02 18:46:11.105  7881  7866 E fb4a.T157805820: TigonCellTowerInfoLogger::logRequestIfNeeded
09-02 18:46:11.105  7881  7866 E fb4a.T157805820: TigonCertificateVerificationLogger::logRequestIfNeeded
09-02 18:46:11.105  7881  7866 E fb4a.T157805820: TigonTransientAnalysisLogger::logRequestIfNeeded
09-02 18:46:11.105  7881  7866 E fb4a.T157805820: TigonProviderConnectionDeviceInfoLogger::logRequestIfNeeded
09-02 18:46:11.105  7881  7866 E fb4a.T157805820: TigonCellTowerInfoPapayaLogger::logRequestIfNeeded
09-02 18:46:11.105  7881  7866 E fb4a.T157805820: NetworkUtilisationLogger::logRequestIfNeeded
09-02 18:46:11.108  7881  4229 E fb4a.msys: E[S sync]_createResponseError(195)=>Network Response c21756a2-05f2-4a65-9a79-59bd87437bed contains sync error Error Domain=com.facebook.http.error Code=401 UserInfo=0xc91e2500 {MCFErrorDirectLocalizedDescriptionKey=Client error} - Underlying error (null): Error Domain=com.facebook.http.error Code=401 UserInfo=0xc91e2500 {MCFErrorDirectLocalizedDescriptionKey=Client error}
09-02 18:46:11.113  7881  4225 E fb4a.msys: E[N data-request]_HandleDataResponse(1782)=>Data request error for task 64ff1f1f-985e-4b7b-962a-38430335bbe9 (response type 1): (null)
09-02 18:46:11.114  7881  7866 E fb4a.T157805820: TigonMhrLogger::logRequestIfNeeded
09-02 18:46:11.114  7881  7866 E fb4a.T157805820: TigonWifiInfoLogger::init
09-02 18:46:11.114  7881  7866 E fb4a.T157805820: TigonMhrFbcLogger::logRequestIfNeeded
09-02 18:46:11.114  7881  7866 E fb4a.T157805820: TigonCellTowerInfoLogger::logRequestIfNeeded
09-02 18:46:11.114  7881  7866 E fb4a.T157805820: TigonCertificateVerificationLogger::logRequestIfNeeded
09-02 18:46:11.114  7881  7866 E fb4a.T157805820: TigonTransientAnalysisLogger::logRequestIfNeeded
09-02 18:46:11.114  7881  7866 E fb4a.T157805820: TigonProviderConnectionDeviceInfoLogger::logRequestIfNeeded
09-02 18:46:11.115  7881  7866 E fb4a.T157805820: TigonCellTowerInfoPapayaLogger::logRequestIfNeeded
09-02 18:46:11.115  7881  7866 E fb4a.T157805820: NetworkUtilisationLogger::logRequestIfNeeded
09-02 18:46:11.124  7881  4229 E fb4a.msys: E[S task_queue_handling]MCDLightSpeedTaskExecutorNetworkCompletionCallback(1017)=>Handling send error for taskId=6 batchSize=1 queue=secure_message_over_wa_generate_cat
09-02 18:46:11.125  7881  4229 E fb4a.msys: E[S task_queue_handling]MCDLightSpeedTaskExecutorNetworkCompletionCallback(1071)=>Error content with 18 bytes: Error Domain=com.facebook.http.error Code=401 UserInfo=0xc7e8f900 {MCFErrorDirectLocalizedDescriptionKey=Client error}
09-02 18:46:11.130  4962  4962 D io_stats: !@ 179,0 r 759889 22515112 w 612635 12541612 d 66488 20744624 f 141623 145328 iot 701592 590904 th 51200 0 0 pt 0 inp 0 0 63704.375
09-02 18:46:11.147  3979  5982 D BatteryService: !@BatteryListener : batteryPropertiesChanged!
09-02 18:46:11.147  3979  5982 D BatteryService: level:100, scale:100, status:5, health:2, present:true, voltage: 4310, temperature: 283, technology: Li-ion, AC powered:false, USB powered:true, POGO powered:false, Wireless powered:false, icon:17303834, invalid charger:0, maxChargingCurrent:0, maxChargingVoltage:0, chargeCounter:0
09-02 18:46:11.147  3979  5982 D BatteryService: online:4, current avg:147, charge type:1, power sharing:false, high voltage charger:false, capacity:280000, batterySWSelfDischarging:false, misc_event:0, current_event:0, current_now:183
